LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,MAXINE,15025,2018,12/12/2017 15:10
Dog Individual Neutered Male,POODLE STANDARD,BLACK,MASON,15101,2018,12/13/2017 9:39
Dog Individual Spayed Female,COLLIE MIX,BLACK,GABBI,15108,2018,12/12/2017 13:58
Dog Individual Neutered Male,MALTI-POO,WHITE,HYDE,15044,2018,12/13/2017 9:39
Dog Individual Spayed Female,MALTI-POO,WHITE,LILLY,15044,2018,12/13/2017 9:39
Dog Individual Male,GOLDEN RETRIEVER,GOLD,DUKE,15143,2018,12/13/2017 9:39
Dog Individual Male,LAB MIX,GOLD,BOWIE,15216,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,SAM,15234,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,WHITE/BROWN,GOOBERS,15202,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Male,PAPILLON,WHITE,BUDDY,15223,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,WHITE/YELLOW,SEAMUS,15228,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BROWN,FRANKIE,15024,2018,12/12/2017 14:06
Dog Individual Spayed Female,MIXED,WHITE/BROWN,SOPHIE,15084,2018,12/12/2017 14:06
Dog Individual Spayed Female,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,BETHENNY,15108,2018,12/12/2017 15:10
Dog Individual Neutered Male,LAB MIX,BLACK WITH WHITE,CRUZE,15084,2018,12/12/2017 14:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,EMMY,15025,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,ALFIE,15235,2018,12/12/2017 12:05
Dog Individual Neutered Male,TAG,GOLD,BENJI,15220,2018,12/12/2017 15:10
Dog Individual Female,MALTI-POO,CREAM,BELLA,15035,2018,12/12/2017 15:10
Dog Individual Spayed Female,TAG,TAN,SKYY,15110,2018,12/12/2017 14:06
Dog Individual Spayed Female,MALTI-POO,CREAM,BELLA,15035,2018,12/12/2017 15:10
Dog Individual Neutered Male,LAB MIX,BROWN,GABRIEL,15241,2018,12/12/2017 14:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,GRACE,15241,2018,12/12/2017 14:06
Dog Individual Neutered Male,ENGLISH MASTIFF,BRINDLE,MOOSE,15129,2018,12/12/2017 14:06
Dog Individual Spayed Female,TAG,BLACK,INDY,15129,2018,12/12/2017 14:06
Dog Individual Neutered Male,TAG,BLACK/BROWN,YODA,15129,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Male,LAB MIX,BLACK,NUGGET,15238,2018,12/12/2017 15:17
Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,TUCKER,15102,2018,12/12/2017 15:10
Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,RILEY,15102,2018,12/12/2017 15:10
Dog Individual Neutered Male,GR SWISS MTN DOG,WHITE/BLACK/BROWN,WILSON,15143,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK/BROWN,DEXTER,15236,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,KATE,15235,2018,12/12/2017 13:58
Dog Individual Spayed Female,COLLIE MIX,RED,SUNNY,15220,2018,12/12/2017 13:58
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BLACK,MOLLY,15237,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,LIZZY,15108,2018,12/12/2017 13:58
Dog Individual Spayed Female,SHIH TZU MIX,WHITE,IZZY,15090,2018,12/12/2017 14:06
Dog Individual Neutered Male,JAPANESE CHIN,WHITE/BLACK,SAKI,15239,2018,12/12/2017 13:58
Dog Individual Spayed Female,MIXED,BLACK,LAYLA,15101,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,SPOTTED,ROSIE,15116,2018,12/12/2017 13:58
Dog Individual Spayed Female,BEAGLE MIX,BLACK,HARLEY,15024,2018,12/12/2017 14:06
Dog Individual Neutered Male,LHASA APSO,BROWN,BENNY,15071,2018,12/12/2017 13:58
Dog Individual Neutered Male,MIXED,BROWN,SPROCKET,15024,2018,12/12/2017 14:06
Dog Individual Neutered Male,NORW ELKHOUND,BLACK/SILVER,RANGO,15218,2018,12/12/2017 12:22
Dog Individual Male,BEAGLE,MULTI,PEPPER JACK,15090,2018,12/13/2017 9:39
Dog Individual Neutered Male,GOLDENDOODLE,RED,ERNIE,15101,2018,12/12/2017 14:06
Dog Individual Male,BEAGLE,MULTI,DUKE,15090,2018,12/13/2017 9:39
Dog Individual Neutered Male,MIXED,WHITE/BROWN,BUDDY,15101,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Male,SHIH TZU,SPOTTED,GUAKO,15237,2018,12/13/2017 9:39
Dog Individual Neutered Male,MORKIE,TAN,ARLO,15221,2018,12/12/2017 15:10
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,ROCKY,15221,2018,12/12/2017 15:10
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,HINES,15221,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,BETTY,15146,2018,12/12/2017 13:58
Dog Individual Male,SCHNAUZER MIN,WHITE/BROWN,JACK,15235,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,MAX,15101,2018,12/12/2017 14:06
Dog Individual Male,SCHNAUZER MIN,BLACK,OZZY,15235,2018,12/13/2017 9:39
Dog Individual Neutered Male,GER SHEPHERD MIX,MULTI,CODY,15101,2018,12/12/2017 14:06
Dog Individual Neutered Male,SAMOYED,WHITE,CHARLIE,15216,2018,12/13/2017 9:39
Dog Individual Spayed Female,LAB MIX,WHITE/BLACK,ROXY,15101,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,.,BEN,15235,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,GOLD,SKIPPER,15229,2018,12/12/2017 15:10
Dog Individual Spayed Female,SHETLAND SHEEPDOG,TRI-COLOR,MIA,15044,2018,12/13/2017 9:39
Dog Individual Neutered Male,SHETLAND SHEEPDOG,BROWN,MILO,15044,2018,12/13/2017 9:39
Dog Individual Neutered Male,LAB MIX,BLACK,KOBY,15227,2018,12/13/2017 9:39
Dog Individual Neutered Male,BOSTON TERRIER,BLACK/BRINDLE,ROCKY,15227,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,BOOTS,15065,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,SHADOW,15090,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Neutered Male,PEEKAPOO,BLACK,PATCHES,15129,2018,12/12/2017 15:43
Dog Individual Spayed Female,TAG,BLACK,KEEPER,15146,2018,12/12/2017 15:43
Dog Individual Spayed Female,DOBERMAN PINSCHER,BLACK/BROWN,SELENE,15129,2018,12/12/2017 15:43
Dog Individual Female,GOLDEN RETRIEVER,GOLD,KIRA,15214,2018,12/12/2017 13:14
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,KAYAA,15214,2018,12/12/2017 13:14
Dog Individual Neutered Male,MIXED,WHITE/BLACK,HUNTER,15102,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Neutered Male,MIXED,BROWN,KLOVER,15024,2018,12/12/2017 13:14
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BLACK,ZOEY,15241,2018,12/12/2017 13:14
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BLACK,LUCI,15241,2018,12/12/2017 13:14
Dog Individual Spayed Female,MIXED,BLACK,COCO,15235,2018,12/12/2017 13:14
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,MAX,15146,2018,12/12/2017 13:14
Dog Individual Spayed Female,CHIHUAHUA,BLACK/BROWN/TAN,ZOEY,15108,2018,12/12/2017 13:14
Dog Senior Citizen or Disability Male,LABRADOR RETRIEVER,YELLOW,FINNEGAN,15102,2018,12/12/2017 13:14
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,FINNEGAN,15102,2018,12/12/2017 13:14
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,GRAHAM,15236,2018,12/12/2017 13:14
Dog Individual Male,DALMATIAN,WHITE/BLACK,BLAZE,15202,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/APRICOT,COCO,15227,2018,12/12/2017 13:49
Dog Individual Female,SIB HUSKY,WHITE/BLACK,SASHA,15216,2018,12/12/2017 13:14
Dog Individual Male,CHIHUAHUA MIX,WHITE/BLACK/BROWN,GIZMO,15216,2018,12/12/2017 13:14
Dog Individual Spayed Female,MIXED,BROWN,BEAGLE,15215,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Spayed Female,POODLE MIN,BLACK,MINNIE,15101,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,MILLIE,15137,2018,12/12/2017 13:14
Dog Senior Citizen or Disability Spayed Female,WELSH CORGI CARDIGA,BRINDLE,DIVA,15137,2018,12/12/2017 13:14
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,TEDDY,15210,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Neutered Male,BOXER,BROWN,TYSON,15034,2018,12/12/2017 13:49
Dog Individual Neutered Male,POODLE TOY,MULTI,BENTLEY,15101,2018,12/12/2017 15:43
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,NOUGAT,15071,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Spayed Female,ROTTWEILER,BLACK/BROWN,CHLOE,15143,2018,12/12/2017 13:14
Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,LILY,15101,2018,12/12/2017 13:15
Dog Senior Citizen or Disability Spayed Female,CAV KING CHAR SPANI,WHITE/RED,SADIE,15101,2018,12/12/2017 13:15
Dog Senior Citizen or Disability Spayed Female,CAV KING CHAR SPANI,RED,KENZIE,15101,2018,12/12/2017 13:15
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL MIX,SPOTTED,DAISY,15101,2018,12/12/2017 13:15
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,DALLAS,15090,2018,12/12/2017 13:15
Dog Senior Citizen or Disability Neutered Male,ENG SETTER,SPOTTED,RALPH,15108,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Neutered Male,MIXED,BROWN,HAMPTON,15234,2018,12/12/2017 13:49
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE,FLOWER,15147,2018,12/12/2017 13:15
Dog Individual Neutered Male,AM PIT BULL TERRIER,BLACK/BROWN,RIZZO,15132,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Spayed Female,BEAGLE,TRI-COLOR,MAGGIE,15133,2018,12/12/2017 15:43
Dog Individual Neutered Male,LAB MIX,TAN,BILLY,15229,2018,12/12/2017 13:49
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,LOLA,15229,2018,12/12/2017 13:49
Dog Individual Neutered Male,PARSON RUSSELL TERR,WHITE,SPIKE,15131,2018,12/12/2017 15:43
Dog Individual Spayed Female,TAG,WHITE/BROWN,SUMMER,15243,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,YOGI,15146,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,MERLE,BELLA,15146,2018,12/12/2017 15:10
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE,FIONA,15132,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,RED/BROWN,ROSIE,15216,2018,12/12/2017 15:43
Dog Individual Spayed Female,DACHSHUND,BROWN,ROMONA,15235,2018,12/12/2017 15:10
Dog Individual Spayed Female,DACHSHUND,BROWN,RUBY ROSE,15235,2018,12/12/2017 15:10
Dog Individual Spayed Female,ROTTWEILER,BLACK/TAN,MARLEY POOLE,15235,2018,12/12/2017 15:10
Dog Individual Spayed Female,DACHSHUND,BROWN,ROXANNE POOLE,15235,2018,12/12/2017 15:10
Dog Individual Spayed Female,ENGLISH MASTIFF,APRICOT,KATY,15037,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Neutered Male,POODLE TOY,BROWN,TEDDY BEAR,15243,2018,12/12/2017 15:43
Dog Individual Spayed Female,DACHSHUND,BROWN,MOLLIE MARIE,15235,2018,12/12/2017 15:10
Dog Individual Male,ENGLISH MASTIFF,FAWN,FRANK,15037,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Spayed Female,POODLE TOY,BROWN,ROSIE,15243,2018,12/12/2017 15:43
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,AUTUMN,15108,2018,12/12/2017 15:43
Dog Individual Spayed Female,LAB MIX,BLACK,SAAROENA,15229,2018,12/12/2017 13:49
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,BELLA ROSA,15236,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY,WHITE/GREY,YUKI,15015,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,GOLDIE,15202,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,CHOCOLATE,MYSTY,15241,2018,12/12/2017 13:49
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,MAX,15132,2018,12/12/2017 13:49
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,OZWALD,15034,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Neutered Male,BORD COLLIE MIX,WHITE/BLACK,FLINT,15090,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Spayed Female,LAB MIX,YELLOW,AGNES,15218,2018,12/12/2017 15:10
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,WILLOW,15144,2018,12/12/2017 13:50
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/TAN,BELLA,15129,2018,12/12/2017 15:10
Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/BROWN,IRIS,15084,2018,12/12/2017 15:10
Dog Individual Spayed Female,BEAGLE,OTHER,DAISY,15084,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Female,JACK RUSSEL TERRIER,BLACK/BROWN,JASMINE,15025,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Spayed Female,MALTESE,WHITE,GIDGET,15131,2018,12/12/2017 15:43
Dog Individual Spayed Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,LUCY,15090,2018,12/12/2017 13:58
Dog Senior Citizen or Disability Neutered Male,TAG,WHITE/BLACK,CHUMPAL,15131,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,TAG,WHITE/BLACK,CHAIYYA,15131,2018,12/12/2017 15:10
Dog Individual Spayed Female,BICHON FRISE,WHITE,BELLA,15146,2018,12/12/2017 13:58
Dog Individual Neutered Male,MIXED,BLACK,MONTE,15237,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Spayed Female,COCKAPOO,TAN,SANDY,15229,2018,12/12/2017 15:10
Dog Individual Male,RAT TERRIER,WHITE/BLACK/BROWN,WILLIE,15146,2018,12/12/2017 13:58
Dog Individual Male,VIZSLA,BROWN,COPPER,15106,2018,12/12/2017 14:06
Dog Individual Neutered Male,BEAGLE,BLACK/BROWN,CHARLIE,15221,2018,12/12/2017 13:58
Dog Individual Neutered Male,GER SHEPHERD,BLACK,CAESAR,15122,2018,12/12/2017 13:50
Dog Individual Male,GER SHEPHERD,BLACK/BROWN,DIESEL,15065,2018,12/12/2017 14:06
Dog Individual Spayed Female,BEAGLE,WHITE/BROWN,ZOEY,15227,2018,12/12/2017 15:43
Dog Individual Spayed Female,OLD ENG SHEEPDOG,WHITE/BLACK,ZIVA,15146,2018,12/12/2017 15:10
Dog Individual Neutered Male,SHIH TZU,WHITE/BROWN,NICO,15035,2018,12/12/2017 13:58
Dog Senior Citizen or Disability Male,GER SHEPHERD,BLACK/TAN,BEAR,15238,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Male,SFT COAT WHEAT TERR,GOLD,MAC,15090,2018,12/12/2017 13:50
Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,STRIDER,15235,2018,12/12/2017 13:58
Dog Individual Spayed Female,COLLIE MIX,WHITE/TAN,MIA,15235,2018,12/12/2017 13:58
Dog Individual Spayed Female,ENG BULLDOG,SPOTTED,PEACHES,15221,2018,12/12/2017 13:50
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/TAN,GERTIE,15136,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,CHARLIE,15146,2018,12/12/2017 15:10
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,HENRY,15202,2018,12/13/2017 9:39
Dog Individual Male,ROTTWEILER,BLACK/BROWN,BANDIT,15145,2018,12/12/2017 13:50
Dog Senior Citizen or Disability Female,MIXED,BLACK,MUMU,15146,2018,12/12/2017 15:10
Dog Individual Neutered Male,SHEPHERD MIX,WHITE/BLACK,SOX,15145,2018,12/12/2017 13:50
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,ZOEY,15147,2018,12/12/2017 13:58
Dog Senior Citizen or Disability Male,CHIHUAHUA,BLACK/BROWN,CASH,15147,2018,12/12/2017 13:58
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK/BROWN,SNICKERDOODLE,15241,2018,12/13/2017 9:39
Dog Individual Male,BEAGLE,BLACK/BROWN/TAN,RALPHIE,15065,2018,12/12/2017 14:06
Dog Individual Spayed Female,LAB MIX,BLONDE,LUCY,15229,2018,12/12/2017 15:10
Dog Individual Neutered Male,IRISH SETTER,RED,RJ,15229,2018,12/12/2017 15:10
Dog Individual Neutered Male,BOXER,BLACK,BLAZE,15108,2018,12/12/2017 13:58
Dog Individual Spayed Female,BOXER,BRINDLE,SKYE VOJTASH,15108,2018,12/12/2017 13:58
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,TIKI,15017,2018,12/12/2017 14:06
Dog Individual Neutered Male,BEAGLE MIX,TRI-COLOR,OTIS,15147,2018,12/12/2017 15:10
Dog Individual Neutered Male,GREAT DANE,WHITE/BLACK/GREY,RYDER,15108,2018,12/12/2017 13:58
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BLACK,SCARFACE,15131,2018,12/12/2017 13:50
Dog Individual Neutered Male,COCKAPOO,TAN,OLIVER SHAFFER,15076,2018,12/12/2017 15:43
Dog Individual Spayed Female,LAB MIX,YELLOW,GOLDIE,15017,2018,12/12/2017 13:50
Dog Individual License - FREE,GER SHEPHERD,BLACK/FAWN,RICO,15122,2018,12/12/2017 15:10
Dog Individual Neutered Male,BEAGLE MIX,BLACK,BERNARD,15025,2018,12/12/2017 13:58
Dog Individual Male,BEAGLE MIX,BLACK,BERNARD,15025,2018,12/12/2017 13:58
Dog Individual License - FREE,LABRADOR RETRIEVER,BLACK,K-9 SOLO,15108,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,SCOTTISH TERRIER,BLACK,DAVID,15120,2018,12/12/2017 15:43
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,COOPER,15017,2018,12/12/2017 13:50
Dog Individual License - FREE,VIZSLA,RED,BEAU,15126,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,RASCAL,15210,2018,12/12/2017 13:50
Dog Individual Female,BERNESE MTN DOG,MULTI,REMI,15215,2018,12/12/2017 15:43
Dog Individual Spayed Female,BERNESE MTN DOG,TRI-COLOR,HAILEY,15215,2018,12/12/2017 15:43
Dog Individual Neutered Male,TAG,RED/BROWN,FINNIGAN,15024,2018,12/12/2017 15:10
Dog Individual Neutered Male,CAV KING CHAR SPANI,BROWN,MONTE,15101,2018,12/12/2017 13:50
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,RALPH,15214,2018,12/12/2017 15:43
Dog Individual Female,LABRADOR RETRIEVER,YELLOW,SAVANNA,15143,2018,12/12/2017 15:10
Dog Individual Male,TAG,BROWN,BEAR,15229,2018,12/12/2017 15:43
Dog Individual Spayed Female,MIXED,BLACK/BROWN,MIA,15132,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLUE/GOLD,MAGGIE MAE,15144,2018,12/12/2017 13:50
Dog Individual Spayed Female,DACHSHUND,TAN,BELLA LUNA,15145,2018,12/12/2017 15:10
Dog Individual Spayed Female,DACHSHUND,BLACK,NINA,15145,2018,12/12/2017 15:10
Dog Individual Neutered Male,AM PITT BULL MIX,WHITE/BLACK,ACE,15102,2018,12/12/2017 13:50
Dog Senior Citizen or Disability Spayed Female,COCKAPOO,BLACK,PEPPER,15065,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,CEASER,15065,2018,12/12/2017 15:10
Dog Senior Citizen or Disability Spayed Female,TAG,WHITE/BLACK,PENNY,15144,2018,12/12/2017 14:06
Dog Individual Male,AM PIT BULL TERRIER,BLUE,ODIN,15132,2018,12/12/2017 14:06
Dog Individual Male,DACHSHUND,RED,SKIPPY,15241,2018,12/13/2017 9:39
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,OLAF,15332,2018,12/12/2017 15:43
Dog Senior Citizen or Disability Neutered Male,RAT TERRIER,SPOTTED,BUDDY,15106,2018,12/12/2017 15:17
Dog Individual Neutered Male,BOSTON TERRIER,BLACK,BAXTER,15017,2018,12/12/2017 15:10
Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/BLACK,SABAL,15024,2018,12/12/2017 14:06
Dog Individual Neutered Male,SCHNAUZER MIN,BLACK,WALTER,15031,2018,12/12/2017 15:43
Dog Individual Male,BOSTON TERRIER,BLACK,BAXTER,15017,2018,12/12/2017 15:11
Dog Individual Female,AM PIT BULL TERRIER,BLUE,MYA,15132,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/BROWN,STAR,15106,2018,12/13/2017 9:39
Dog Individual Spayed Female,LAB MIX,BLACK,PANDA,15205,2018,12/12/2017 15:17
Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,PAISLEY MAE,15017,2018,12/12/2017 15:11
Dog Individual Spayed Female,DACHSHUND,BLACK/GREY,TRIXY DOLENCE,15017,2018,12/12/2017 15:11
Dog Senior Citizen or Disability Spayed Female,LHASA APSO,WHITE/BLACK/BROWN,ZOEY,15014,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,SPOTTED,BAILEY,15239,2018,12/13/2017 9:39
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,OLIVER IPPOLITO,15024,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Neutered Male,MOUNTAIN CUR,YELLOW,GUNNER,15126,2018,12/12/2017 15:11
Dog Individual Spayed Female,MIXED,BROWN,ABBY,15236,2018,12/13/2017 9:39
Dog Individual Neutered Male,LABRADOR RETRIEVER,SILVER,PORTER,15057,2018,12/12/2017 15:11
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/TAN,BELLA,15136,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,MISTY,15237,2018,12/12/2017 15:11
Dog Individual Spayed Female,MIXED,BLACK,JADE,15024,2018,12/12/2017 14:06
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,CROSBY,15044,2018,12/12/2017 15:11
Dog Individual Neutered Male,LHASA APSO MIX,WHITE,SNOWY,15237,2018,12/13/2017 9:39
Dog Senior Citizen or Disability Neutered Male,TAG,BROWN,SARGE,15132,2018,12/12/2017 15:11
Dog Individual Male,BERNESE MTN DOG,WHITE/BLACK/BROWN,KODA,15102,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,JAKE,15237,2018,12/12/2017 15:11
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,MISSY,15102,2018,12/12/2017 14:06
Dog Senior Citizen or Disability Neutered Male,SCHNAUZER MIN,BLACK WITH WHITE,DUDLEY,15108,2018,12/13/2017 9:39
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,HOBBES,15237,2018,12/12/2017 15:11
Dog Individual Neutered Male,MIXED,BROWN,BEAR,15110,2018,12/12/2017 14:06
Dog Individual Spayed Female,BICHON FRISE,WHITE,SOPHIA,15234,2018,12/13/2017 9:39
Dog Individual Female,ROTTWEILER,BLACK,MAGGIE,15133,2018,12/12/2017 15:02
Dog Individual Spayed Female,MIXED,BROWN,BOOTS,15110,2018,12/12/2017 14:06
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,WAKELY,15237,2018,12/13/2017 9:40
Dog Individual Spayed Female,ALAS MALAMUTE,WHITE/BROWN,KORRA,15228,2018,12/12/2017 15:11
Dog Individual Neutered Male,CANE CORSO,BRINDLE,HERCULES,15028,2018,12/12/2017 15:02
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,SPOTTED,BELLA,15106,2018,12/13/2017 9:40
Dog Individual Neutered Male,GER SHEPHERD,BLACK,BLACK JACK,15137,2018,12/12/2017 15:11
Dog Senior Citizen or Disability Neutered Male,POODLE MIN,RED,HERBIE,15017,2018,12/12/2017 14:06
Dog Individual Spayed Female,DOBERMAN PINSCHER,BLACK,HEIDI,15137,2018,12/12/2017 15:11
Dog Individual Neutered Male,DOBERMAN PINSCHER,BLACK,LUCIAN,15137,2018,12/12/2017 15:11
Dog Individual Neutered Male,COCKER SPANIEL,BLACK,TIMOTHY,15209,2018,12/12/2017 15:02
Dog Individual Spayed Female,POODLE MIX,WHITE,MACIE,15209,2018,12/12/2017 15:02
Dog Individual Spayed Female,OTHER,WHITE,NO NAME GIVEN,15241,2018,12/13/2017 9:40
Dog Individual Neutered Male,POODLE MIX,BLACK,JOEY,15057,2018,12/13/2017 9:40
Dog Senior Citizen or Disability Neutered Male,BEAGLE,WHITE/BLACK,BUSTER,15223,2018,12/12/2017 14:38
Dog Individual Neutered Male,LAB MIX,BLACK,BUDDY,15102,2018,12/12/2017 14:38
Dog Senior Citizen or Disability Spayed Female,COLLIE,SABLE,ABBIGAIL,15116,2018,12/12/2017 14:38
Dog Individual Neutered Male,LAB MIX,BLACK/BROWN,BUDDY,15120,2018,12/12/2017 14:38
Dog Senior Citizen or Disability Neutered Male,POMERANIAN,WHITE,POSSUM,15007,2018,12/12/2017 14:38
Dog Individual Neutered Male,ST BERNARD,SPOTTED,BANDIT BLU,15018,2018,12/12/2017 15:11
Dog Individual Spayed Female,GOLDEN RETRIEVER,BROWN,BRAYLEE,15018,2018,12/12/2017 15:11
Dog Individual Spayed Female,BICHON FRISE,WHITE,ANNIE,15209,2018,12/12/2017 16:03
Dog Individual Female,LABRADOR RETRIEVER,BLACK,MIDNITE,15018,2018,12/12/2017 15:11
Dog Individual Female,LABRADOR RETRIEVER,BLACK,ALLIE BEAR HOLTEN,15018,2018,12/12/2017 15:11
